time,fps,avg_fps
267.866389,63.764896,54.238606
268.85731,59.340898,56.132750
269.858218,58.721130,55.282334
270.874779,70.290088,59.149597
271.871887,59.447674,57.873013
272.863375,52.688399,57.674739
273.878526,57.120880,57.641999
274.909397,44.960667,54.419654
275.878854,53.234808,54.036520
276.874956,72.651330,53.951573
277.864277,70.401435,58.163894
278.877123,47.950125,53.332533
279.8774,59.693317,54.154379
280.867268,69.303455,57.614690
281.863207,68.196589,55.633026
282.866499,38.142232,53.282809
283.867757,71.993541,49.398001
284.868427,47.676352,54.147411
285.880979,50.547906,52.514833
286.865779,72.499288,55.251743
287.866992,51.434069,53.305396
288.871107,71.942565,56.383671
289.874406,63.326498,53.554150
290.878539,56.909084,53.161640
291.87523,60.490385,52.168409
292.871853,65.491522,55.445632
293.876506,64.625304,53.082659
294.868977,68.438756,55.256115
295.866464,52.902770,50.006579
296.87931,63.893930,53.533612
297.874621,58.849596,50.930205
298.882627,56.134017,53.403083
299.88245,48.323059,52.310465
300.869517,52.886386,53.084232
301.868155,56.207810,54.637449
302.885007,58.224478,53.684516
303.884441,62.549375,52.297097
304.881393,61.492526,53.697212
305.883498,63.511980,50.296989
306.872676,53.658009,55.406712
307.885526,49.336659,51.910172
308.878156,43.601197,51.804419
309.921559,46.997691,41.696598
310.895521,50.118736,36.883047
311.91248,30.078166,40.872328
312.911083,47.461604,34.233647
313.905719,37.880999,30.088526
314.884491,41.170741,39.679210
315.906731,38.563770,45.394445
316.882135,44.567167,48.109929
317.873344,53.467493,48.182343
318.875535,39.971031,52.065310
319.881323,62.490611,52.340497
320.874065,54.428229,52.667512
321.888547,57.860821,52.243085
322.882229,62.169716,47.854852
323.887111,66.020942,52.260727
324.893176,48.001789,52.880903
325.882269,43.654303,50.153301
326.876348,69.445351,51.442188
327.878116,55.945292,49.469757
328.895745,57.314154,49.806322
329.903973,56.866328,51.700108
330.897248,51.005419,43.650485
331.882668,52.509238,45.723320
332.896478,49.280395,48.288446
333.882324,52.651891,46.803238
334.881002,51.699957,51.801700
335.888614,55.577018,47.077425
336.891762,56.802522,49.177044
337.899938,47.543869,49.361845
338.878719,51.301654,48.067330
